B1,B2,B3,B4,B5,B6,B7,FAPAR,LAI
0.013764,0.041115,0.0061375,0.016285,0.029708,0.017052,0.0069857,0.0455675,0.28622
0.12974,0.21947,0.065873,0.099271,0.24861,0.24192,0.20295,0.0771452,0.44719
0.063382,0.11134,0.029726,0.06082,0.077023,0.049379,0.02564,0.034287,0.22621
0.063227,0.16228,0.03252,0.060754,0.17003,0.16013,0.12142,0.111958,0.93935
0.017943,0.044624,0.0087622,0.018503,0.049802,0.028855,0.010556,0.020526,0.18922
0.082419,0.12727,0.044634,0.068436,0.14757,0.16006,0.13474,0.0475156,0.33379
0.086533,0.31215,0.035588,0.10581,0.29729,0.22269,0.14045,0.421179,2.7593
0.030145,0.04558,0.014738,0.025453,0.049915,0.051022,0.03411,0.00184591,0.012733
0.15574,0.23717,0.066644,0.1088,0.3092,0.32732,0.26875,0.0331815,0.25298
0.1006,0.14915,0.051216,0.081121,0.17587,0.18946,0.16306,0.070015,0.40172
0.078418,0.16931,0.043544,0.05981,0.19018,0.17325,0.12627,0.142692,1.3371
0.056167,0.10179,0.025793,0.04751,0.11332,0.10165,0.059051,0.00623557,0.032791
0.080421,0.12058,0.038014,0.074359,0.080927,0.053126,0.02923,0.0137126,0.046545
0.010295,0.026633,0.0045764,0.012256,0.021293,0.01266,0.0044927,0.0296835,0.19226
0.10192,0.23768,0.042287,0.084328,0.26658,0.24117,0.18169,0.173657,0.98739
0.050295,0.11195,0.024073,0.047209,0.11925,0.10687,0.066192,0.1093906,0.80622
0.10359,0.13812,0.053376,0.084546,0.16234,0.18153,0.16317,0.00162712,0.0051243
0.049349,0.12403,0.024014,0.045341,0.12103,0.093209,0.050149,0.099297,0.61048
0.048244,0.074948,0.025041,0.040009,0.086062,0.091923,0.078307,0.0192489,0.14647
0.066379,0.10061,0.033375,0.054224,0.11625,0.12117,0.084285,0.0247929,0.15242
0.044598,0.089342,0.024144,0.038343,0.097796,0.095762,0.068602,0.0561924,0.19694
0.037764,0.16359,0.02126,0.044947,0.1393,0.089572,0.042376,0.206239,1.5192
0.04018,0.070712,0.020332,0.036807,0.049957,0.040503,0.020727,0.00706519,0.055764
0.16034,0.22653,0.080575,0.1203,0.2682,0.27662,0.24415,0.00857582,0.067096
0.078576,0.12219,0.042322,0.065559,0.13854,0.14135,0.12994,0.0379313,0.28192
0.049616,0.11127,0.023441,0.043228,0.11886,0.099457,0.053937,0.0676665,0.26111
0.052092,0.10594,0.027293,0.057164,0.079006,0.046937,0.024206,0.1022021,0.69415
0.10892,0.20308,0.055621,0.084438,0.21944,0.20475,0.1685,0.108042,0.78726
0.059002,0.13256,0.030521,0.051852,0.14286,0.13416,0.099176,0.123354,0.80226
0.036285,0.054293,0.017732,0.03062,0.059495,0.061019,0.040905,0.000792627,0.0066248
0.073312,0.13214,0.03747,0.06002,0.14521,0.14667,0.12158,0.0814583,0.72701
0.047199,0.08255,0.020854,0.046234,0.048354,0.039509,0.021291,0.00282084,0.016861
0.044098,0.1565,0.022389,0.042513,0.14969,0.11228,0.057699,0.179014,0.78394
0.035628,0.15313,0.019022,0.037273,0.12332,0.081329,0.035689,0.164428,1.386
0.028508,0.103,0.015799,0.032981,0.081164,0.047555,0.020853,0.141515,0.7839
0.12689,0.21053,0.046518,0.08434,0.28327,0.2792,0.19437,0.0506715,0.20899
0.12522,0.20309,0.063165,0.095324,0.22997,0.22479,0.19203,0.0831633,0.37912
0.034928,0.093087,0.017508,0.031244,0.088668,0.072068,0.04274,0.0707553,0.70682
0.033969,0.16302,0.017454,0.041088,0.13207,0.089289,0.053001,0.216931,1.1484
0.092869,0.13635,0.02967,0.052405,0.16,0.16819,0.14421,0.00571219,0.031195
0.12981,0.18354,0.065561,0.10354,0.21816,0.24096,0.2112,0.0449383,0.21403
0.031157,0.091878,0.015222,0.032931,0.068902,0.041051,0.017764,0.0948343,0.56468
0.045299,0.058977,0.021672,0.044783,0.034787,0.031399,0.020676,0.0341,0.27708
0.075563,0.129,0.037217,0.063972,0.13583,0.12423,0.080899,0.065538,0.48622
0.067037,0.12523,0.035273,0.056887,0.1512,0.15848,0.1325,0.0515592,0.24395
0.052043,0.12789,0.024427,0.045834,0.13763,0.11923,0.066722,0.0938531,0.40614
0.031206,0.1511,0.017291,0.031917,0.11119,0.064431,0.023676,0.184173,1.171
0.04546,0.12213,0.020835,0.048917,0.10214,0.071713,0.032369,0.126665,0.96573
0.05948,0.17677,0.033694,0.053893,0.17283,0.14422,0.10226,0.197747,1.0707
0.074111,0.10918,0.036313,0.058588,0.12473,0.13724,0.11341,0.0249392,0.14224
0.013855,0.15313,0.0080983,0.023854,0.11564,0.059804,0.01863,0.255277,2.4395
0.088968,0.18147,0.04629,0.077083,0.19612,0.19143,0.15272,0.153329,0.58563
0.061663,0.11308,0.030936,0.049622,0.12318,0.12392,0.095967,0.0836385,0.73396
0.078362,0.16963,0.040025,0.071091,0.17773,0.16391,0.12646,0.173668,1.0715
0.013946,0.085084,0.005835,0.02146,0.070693,0.042631,0.017301,0.1065812,0.93032
0.049646,0.20242,0.029145,0.052302,0.18651,0.1332,0.065397,0.326139,3.1296
0.039941,0.061226,0.019751,0.031047,0.069036,0.074655,0.061373,0.0292314,0.18789
0.06639,0.19961,0.035342,0.059085,0.23345,0.21016,0.1641,0.247203,1.9007
0.046271,0.17821,0.025962,0.043345,0.16622,0.1293,0.076003,0.208626,1.8196
0.043732,0.081571,0.020703,0.041687,0.047191,0.030381,0.015453,0.0409255,0.25295
0.06546,0.093125,0.032802,0.052859,0.10867,0.12005,0.1055,0.0189959,0.17108
0.085103,0.12144,0.042258,0.066763,0.14002,0.15109,0.12926,0.0277497,0.20434
0.087025,0.1429,0.044415,0.070934,0.15914,0.16131,0.12694,0.0544731,0.35948
0.11871,0.21828,0.043195,0.086919,0.2518,0.21605,0.14517,0.0353012,0.19833
0.030188,0.06418,0.014936,0.030653,0.038964,0.028439,0.016362,0.0180785,0.14801
0.031218,0.10953,0.01566,0.029194,0.10762,0.079116,0.038016,0.132726,1.236
0.019368,0.11212,0.010024,0.022675,0.086241,0.054151,0.021061,0.149853,0.9729
0.15226,0.28065,0.067063,0.10849,0.34029,0.33212,0.26123,0.226589,1.395
0.049636,0.098814,0.025937,0.044651,0.11089,0.10659,0.086678,0.0914617,0.58558
0.068816,0.11942,0.036919,0.058298,0.1327,0.13301,0.098924,0.0694188,0.39282
0.1362,0.30276,0.051149,0.10096,0.33376,0.27094,0.17165,0.148093,0.71185
0.063187,0.16292,0.033877,0.059882,0.1639,0.13372,0.082986,0.213114,1.4323
0.064684,0.092298,0.034303,0.054888,0.10402,0.1111,0.076809,0.0151206,0.050775
0.082481,0.15159,0.028686,0.060819,0.18766,0.17509,0.11816,0.0697565,0.53839
0.066554,0.099978,0.034853,0.057551,0.11066,0.1117,0.07357,0.0220165,0.16285
0.033593,0.075216,0.015222,0.030848,0.053502,0.036627,0.01766,0.053075,0.29382
0.014585,0.025897,0.0074176,0.01594,0.021174,0.017526,0.0046664,0.00878086,0.048445
0.10874,0.17718,0.034931,0.063993,0.20227,0.20507,0.1711,0.0405823,0.28333
0.059333,0.11969,0.028448,0.057426,0.073226,0.045817,0.021749,0.091366,0.39122
0.055844,0.098574,0.029207,0.051225,0.10428,0.10107,0.065833,0.0740311,0.32796
0.010239,0.020035,0.0043442,0.011979,0.018073,0.013338,0.0051427,0.0128942,0.082943
0.0097398,0.032742,0.0043708,0.011271,0.024875,0.014908,0.0061951,0.0405911,0.37738
0.078417,0.12834,0.036025,0.06765,0.10896,0.074694,0.047555,0.0278696,0.1624
0.035989,0.071753,0.016882,0.030815,0.077289,0.066176,0.037687,0.0373142,0.22451
0.03029,0.053715,0.015571,0.030151,0.038256,0.0305,0.021556,0.0334466,0.25919
0.074757,0.17133,0.039874,0.065802,0.17627,0.16141,0.12335,0.131274,0.75994
0.041159,0.069362,0.020747,0.035298,0.059291,0.050882,0.027487,0.0211959,0.18069
0.13171,0.20693,0.055237,0.091911,0.27545,0.28947,0.24229,0.0431442,0.32188
0.057368,0.092213,0.029908,0.047486,0.09974,0.10344,0.090101,0.0380875,0.33637
0.05086,0.10546,0.023716,0.04356,0.11427,0.09834,0.055038,0.0348084,0.20456
0.089812,0.12265,0.047214,0.075022,0.14284,0.15637,0.14188,0.0112519,0.05941
0.10735,0.19747,0.058381,0.090808,0.2255,0.23005,0.20105,0.1068155,0.36133
0.03009,0.09685,0.015929,0.030048,0.081719,0.064001,0.032689,0.0911625,0.63883
0.092983,0.16108,0.050017,0.077292,0.18055,0.1772,0.15764,0.0661727,0.51098
0.03181,0.11734,0.016322,0.036997,0.077339,0.044254,0.018787,0.124245,1.2456
0.029416,0.072416,0.013032,0.027163,0.074082,0.04675,0.020397,0.0479248,0.34013
0.097247,0.17625,0.051197,0.081627,0.19321,0.19303,0.15859,0.0955174,0.64076
0.01746,0.087513,0.0099154,0.022723,0.064801,0.047973,0.014663,0.122419,0.58824
0.038593,0.092414,0.017056,0.03546,0.09739,0.063473,0.02816,0.040876,0.222
0.071301,0.13457,0.037928,0.063752,0.14347,0.13285,0.1142,0.0866107,0.6596
0.068619,0.11767,0.036318,0.056791,0.1344,0.13819,0.1156,0.0869605,0.65847
0.034658,0.1726,0.018932,0.040869,0.14492,0.095964,0.040053,0.24607,2.0007
0.049988,0.11837,0.023526,0.051641,0.082473,0.054389,0.025588,0.0992255,0.75671
0.044836,0.099381,0.019997,0.042892,0.082216,0.052716,0.029965,0.05753,0.45263
0.059533,0.084521,0.030767,0.049015,0.097175,0.10584,0.093814,0.0147653,0.072358
0.10315,0.36869,0.046059,0.074256,0.36933,0.29926,0.20978,0.373758,2.7838
0.033875,0.057144,0.016686,0.028852,0.060508,0.05921,0.038616,0.0147081,0.12161
0.061536,0.10561,0.031693,0.052329,0.12087,0.12257,0.096119,0.0736516,0.67737
0.024473,0.058046,0.012836,0.027456,0.036092,0.038878,0.010657,0.0535392,0.29104
0.077527,0.15166,0.039144,0.065948,0.16661,0.16389,0.12386,0.1072951,0.68989
0.02565,0.031485,0.013075,0.024275,0.020674,0.019622,0.01646,0.00249458,0.022681
0.015728,0.13106,0.0093217,0.026667,0.10997,0.05883,0.015659,0.325941,1.786
0.038492,0.07713,0.017343,0.037402,0.040721,0.024003,0.013507,0.0624393,0.2849
0.019561,0.081071,0.0095663,0.026368,0.061209,0.033232,0.0089739,0.140921,0.87436
0.1179,0.21709,0.057932,0.10615,0.22747,0.21549,0.16936,0.284053,2.2145
0.13174,0.19146,0.070716,0.10131,0.24429,0.2725,0.21803,0.0260425,0.16547
0.069936,0.10518,0.025488,0.044432,0.14714,0.14979,0.10701,0.00446336,0.0269
0.10019,0.16602,0.05439,0.077575,0.20289,0.21459,0.16612,0.0882618,0.80642
0.04612,0.15034,0.024829,0.044675,0.15748,0.13894,0.091767,0.154264,1.1802
0.065424,0.098108,0.033158,0.052454,0.11142,0.11708,0.094832,0.0204809,0.20395
0.011599,0.11549,0.0072055,0.018126,0.080125,0.034207,0.007771,0.265969,2.3021
0.016883,0.06473,0.0092328,0.019798,0.04575,0.038104,0.011428,0.087758,0.54542
0.048837,0.087381,0.026265,0.041434,0.09499,0.093919,0.069786,0.0459877,0.27876
0.083641,0.12475,0.041491,0.066661,0.14084,0.15137,0.12743,0.0497409,0.45553
0.093034,0.16422,0.034189,0.064694,0.19535,0.18613,0.13317,0.0626241,0.45834
0.031149,0.05592,0.013884,0.030166,0.030775,0.020516,0.011643,0.0502821,0.26013
0.017886,0.03022,0.0089541,0.01951,0.024732,0.02111,0.005736,0.00476058,0.0274
0.060292,0.14193,0.034042,0.051788,0.13159,0.11779,0.090095,0.126709,0.89273
0.047808,0.15649,0.026045,0.041224,0.18556,0.16689,0.12545,0.187407,1.2854
0.04533,0.076148,0.024177,0.037678,0.085753,0.088084,0.066608,0.0308682,0.21238
0.07185,0.1209,0.038009,0.062502,0.13212,0.1322,0.11299,0.0582813,0.47111
0.039985,0.21515,0.022083,0.046349,0.15654,0.084084,0.028063,0.290807,2.0026
0.072417,0.13585,0.033707,0.062379,0.15104,0.14803,0.097145,0.0767591,0.45506
0.068075,0.11611,0.034223,0.053744,0.12407,0.12438,0.10311,0.0759352,0.43993
0.042048,0.070461,0.020694,0.036216,0.04589,0.035203,0.017968,0.0326106,0.20277
0.10441,0.36192,0.054165,0.094965,0.35018,0.27351,0.18651,0.424644,2.7932
0.011665,0.027287,0.0059774,0.012877,0.022654,0.017761,0.0055885,0.0149226,0.14122
0.071223,0.15544,0.03872,0.063077,0.1532,0.13639,0.10234,0.141031,0.95105
0.05143,0.099308,0.026542,0.042742,0.11031,0.10517,0.068006,0.0765446,0.64398
0.048229,0.10437,0.023522,0.047054,0.071019,0.053361,0.030198,0.0639067,0.29224
0.051531,0.19072,0.028904,0.05035,0.18662,0.14939,0.1042,0.199969,1.3532
0.056216,0.14535,0.030054,0.048013,0.1517,0.14297,0.091851,0.124531,0.98399
0.0952,0.31681,0.042879,0.069688,0.31574,0.25546,0.17978,0.312774,2.8936
0.023763,0.12703,0.013103,0.027159,0.12113,0.06811,0.023043,0.161359,1.148
0.048053,0.11157,0.02167,0.04998,0.07435,0.055354,0.026787,0.0533192,0.22994
0.076905,0.23087,0.039131,0.080426,0.21818,0.16716,0.096087,0.335192,1.8042
0.17932,0.28051,0.096388,0.13968,0.34835,0.37747,0.29746,0.0755359,0.29893
0.055529,0.1247,0.028748,0.050032,0.13031,0.11671,0.075618,0.119097,0.75717
0.14385,0.21535,0.068509,0.11012,0.2564,0.26561,0.20336,0.0765061,0.49627
0.064061,0.1085,0.029268,0.05537,0.1237,0.12612,0.08548,0.0279576,0.20082
0.050436,0.079112,0.026221,0.041749,0.089648,0.095166,0.081143,0.0209759,0.15811
0.075468,0.14788,0.039067,0.066201,0.15885,0.15162,0.11606,0.142186,0.94778
0.017969,0.043686,0.010122,0.019648,0.031125,0.015217,0.0075053,0.0739585,0.5021
0.042465,0.074705,0.020342,0.040799,0.044389,0.03187,0.018537,0.0226798,0.16038
0.022445,0.10415,0.010708,0.02612,0.087137,0.045438,0.015916,0.171534,1.6822
0.062743,0.11681,0.020729,0.038732,0.12366,0.11723,0.09582,0.0691064,0.58904
0.053919,0.098688,0.024803,0.048607,0.10914,0.10504,0.067871,0.0695189,0.50602
0.042435,0.14633,0.019737,0.041733,0.14764,0.096452,0.0416,0.122386,0.52818
0.13199,0.20342,0.066491,0.10039,0.23552,0.23678,0.20444,0.0327734,0.21136
0.020024,0.1741,0.010883,0.035091,0.15687,0.1071,0.047895,0.235037,1.1871
0.087134,0.13272,0.040765,0.063834,0.15573,0.15897,0.11788,0.0311608,0.17102
0.020485,0.071297,0.0093168,0.025385,0.059289,0.040903,0.015053,0.122562,0.58643
0.052777,0.10776,0.027553,0.041491,0.15233,0.1584,0.13442,0.0633853,0.41048
0.096637,0.13383,0.047613,0.077307,0.15434,0.17085,0.1464,0.0368445,0.27471
0.056388,0.13561,0.031307,0.049342,0.13813,0.12686,0.095509,0.126148,1.1858
0.021552,0.049058,0.0097179,0.026895,0.043195,0.027708,0.0082212,0.0861916,0.27475
0.068724,0.20101,0.038747,0.062076,0.18952,0.15075,0.11543,0.259666,1.5889
0.047369,0.087881,0.021669,0.04047,0.097054,0.086331,0.049828,0.00912483,0.069473
0.048611,0.078109,0.024614,0.047842,0.053324,0.04435,0.033356,0.0310684,0.25606
0.14338,0.23184,0.058816,0.099319,0.28237,0.28539,0.24257,0.0752543,0.51604
0.10384,0.19458,0.052301,0.08902,0.20734,0.20087,0.15697,0.178937,1.5961
0.044648,0.081604,0.019742,0.038842,0.055549,0.041322,0.022155,0.0316745,0.23124
0.035403,0.063213,0.017336,0.035447,0.035348,0.027233,0.016816,0.00192104,0.016088
0.034643,0.058648,0.015996,0.032283,0.034805,0.028159,0.010486,0.0121924,0.059186
0.087438,0.1319,0.046988,0.067256,0.1658,0.18232,0.14503,0.032857,0.26061
0.12238,0.31449,0.053831,0.088287,0.31553,0.26502,0.20258,0.308605,2.2864
0.016861,0.23178,0.010419,0.027367,0.19242,0.1216,0.052785,0.293854,2.7085
0.11914,0.21341,0.050754,0.084308,0.26927,0.27137,0.22076,0.0802857,0.53717
0.072509,0.15505,0.03896,0.061467,0.16138,0.15224,0.12199,0.131725,0.73973
0.030338,0.20664,0.014782,0.050834,0.14807,0.070175,0.019956,0.422697,2.6544
0.066878,0.17188,0.036332,0.067329,0.18404,0.16348,0.12321,0.14817,1.1278
0.083898,0.15112,0.04281,0.068739,0.16882,0.16563,0.11016,0.0755018,0.40958
0.031209,0.063348,0.013391,0.028162,0.068593,0.04553,0.021042,0.00954283,0.071824
0.078222,0.11508,0.041259,0.067965,0.12708,0.13308,0.091434,0.023782,0.11202
0.064864,0.15482,0.030564,0.058652,0.13357,0.08992,0.051095,0.1067077,0.52048
0.049023,0.078722,0.022668,0.041288,0.090813,0.094011,0.064068,0.0143847,0.12878
0.04355,0.089829,0.019391,0.044739,0.054986,0.039802,0.019744,0.0453321,0.33037
0.13374,0.35682,0.04832,0.11145,0.38234,0.32594,0.21288,0.264396,2.1672
0.15967,0.28529,0.076907,0.12175,0.33601,0.33487,0.24396,0.171479,0.83599
0.038108,0.14943,0.019512,0.041255,0.11371,0.07573,0.036891,0.143583,1.1157
0.01777,0.044387,0.0077651,0.021754,0.03577,0.024814,0.0084829,0.0659868,0.35443
0.051538,0.072864,0.027351,0.043705,0.082046,0.087681,0.060795,0.01022384,0.05259
0.026201,0.1883,0.013177,0.040895,0.119,0.049754,0.01123,0.339757,2.8113
0.053196,0.099433,0.02815,0.04568,0.10876,0.10132,0.066764,0.0770517,0.4979
0.056602,0.091779,0.026773,0.053585,0.056404,0.04124,0.022667,0.0334917,0.22539
0.027236,0.061243,0.011903,0.024619,0.063909,0.041387,0.018651,0.0194282,0.14592
0.040321,0.073984,0.020863,0.035399,0.07922,0.07441,0.050235,0.0452804,0.35635
0.088903,0.13853,0.046243,0.073331,0.15457,0.16807,0.11808,0.0407429,0.25064
0.060646,0.17111,0.031339,0.055922,0.16312,0.12463,0.069115,0.211354,1.5163
0.049917,0.077188,0.023571,0.046159,0.052689,0.035402,0.019642,0.00830555,0.052325
0.046503,0.10958,0.021205,0.047481,0.07229,0.051352,0.023751,0.1046144,0.62214
0.037728,0.13811,0.017757,0.038614,0.12825,0.096011,0.056505,0.153868,1.1354
0.11765,0.15981,0.063003,0.097336,0.19073,0.20425,0.19326,0.0195492,0.09365
0.038014,0.075841,0.018301,0.034218,0.074605,0.058569,0.032292,0.0336402,0.17731
0.066391,0.10352,0.0304,0.057173,0.087754,0.060628,0.039406,0.00988559,0.057523
0.10223,0.14682,0.051371,0.082064,0.17641,0.18802,0.13142,0.0219648,0.094586
0.06885,0.088708,0.037776,0.055595,0.10431,0.11846,0.10214,0.00128095,0.0081476
0.021908,0.23956,0.015785,0.029952,0.20044,0.12862,0.041559,0.386914,2.3016
0.069925,0.1673,0.039795,0.060902,0.17687,0.1595,0.12726,0.123783,1.0442
0.080981,0.10811,0.041741,0.066069,0.12705,0.14201,0.1276,0.00140844,0.0064491
0.049858,0.099038,0.02625,0.041893,0.10459,0.10439,0.069917,0.0634502,0.5946
0.036897,0.10943,0.017904,0.033857,0.10761,0.0817,0.041422,0.11154,1.0021
0.014759,0.0693,0.0061494,0.019556,0.060064,0.039231,0.018664,0.1042008,0.65828
0.069261,0.17867,0.035497,0.061845,0.17746,0.14997,0.085519,0.19019,0.66252
0.077795,0.11178,0.04073,0.064951,0.12504,0.13309,0.10018,0.0081917,0.051819
0.041181,0.067358,0.018207,0.0346,0.044506,0.034736,0.019625,0.01077417,0.083081
0.044809,0.12913,0.024305,0.042488,0.1168,0.086095,0.04905,0.20185,1.032
0.17081,0.27834,0.072088,0.11878,0.36209,0.37527,0.31353,0.0810238,0.46198
0.033922,0.13799,0.017042,0.033642,0.12668,0.070884,0.025773,0.189618,1.3844
0.065308,0.087044,0.03474,0.053582,0.10379,0.11026,0.10505,0.00369017,0.024064
0.11002,0.15079,0.060697,0.086769,0.18086,0.18323,0.15856,0.00430254,0.029474
0.035886,0.073497,0.017303,0.03096,0.070816,0.055307,0.034922,0.0489555,0.43716
0.020633,0.14015,0.0099368,0.028792,0.11579,0.073189,0.03074,0.201553,1.3872
0.016514,0.046202,0.0073457,0.019783,0.040765,0.027827,0.010208,0.0449823,0.27821
0.01999,0.033957,0.010181,0.021764,0.017211,0.025454,0.0069475,0.00387145,0.019713
0.024787,0.10093,0.012164,0.022741,0.078436,0.048796,0.020683,0.137632,1.371
0.042842,0.21482,0.022095,0.056448,0.16014,0.090223,0.034102,0.332607,2.0806
0.049832,0.10037,0.024215,0.046845,0.070534,0.042506,0.020091,0.0629541,0.43069
0.057691,0.16595,0.030988,0.060088,0.14757,0.090853,0.044886,0.336501,1.4523
0.094348,0.1382,0.052211,0.074561,0.16116,0.15994,0.1367,0.0191543,0.19284
0.045012,0.12135,0.020975,0.047699,0.095834,0.062101,0.029491,0.119911,0.84403
0.10416,0.15452,0.048813,0.076033,0.1807,0.1852,0.13832,0.0283195,0.18491
0.051807,0.138,0.026801,0.047244,0.13507,0.11523,0.079532,0.121792,0.83408
0.046413,0.085691,0.024381,0.045766,0.063658,0.049807,0.032995,0.0890362,0.5236
0.017207,0.030048,0.0070644,0.01882,0.020992,0.014781,0.0079166,0.00929335,0.058391
0.13528,0.22352,0.064902,0.10173,0.26814,0.27492,0.20522,0.0983862,0.64619
0.056734,0.093989,0.027887,0.048483,0.10122,0.10042,0.065745,0.0171611,0.13365
0.023415,0.05378,0.012275,0.026199,0.032285,0.035564,0.0095373,0.0437921,0.20589
0.15105,0.27877,0.083422,0.10935,0.3408,0.32955,0.24668,0.125059,0.85947
0.058622,0.12303,0.030044,0.052705,0.12404,0.11544,0.088483,0.132671,1.091
0.026649,0.071199,0.013464,0.027469,0.04635,0.031385,0.016366,0.0420838,0.37285
0.046926,0.24834,0.025086,0.051152,0.22907,0.16681,0.086867,0.282568,1.8616
0.041575,0.14666,0.01985,0.039657,0.137,0.099296,0.049486,0.176715,1.1678
0.048982,0.082838,0.023071,0.046365,0.051356,0.037408,0.02028,0.0297781,0.19824
0.068004,0.19145,0.03336,0.072147,0.1837,0.14598,0.094836,0.253968,1.5402
0.027645,0.11262,0.01272,0.030314,0.097877,0.054277,0.020465,0.164241,1.0667
0.062517,0.12877,0.035035,0.053864,0.13503,0.12798,0.096538,0.124212,0.48462
0.026506,0.13826,0.014744,0.027305,0.10978,0.068044,0.027224,0.207009,2.0896
0.014769,0.019071,0.0060486,0.017056,0.017357,0.013484,0.0047779,0.00378433,0.025281
0.015033,0.054396,0.0071015,0.020034,0.042502,0.022648,0.0067424,0.119207,0.53789
0.067838,0.10056,0.035361,0.057457,0.11218,0.11636,0.095435,0.030789,0.21664
0.061002,0.13896,0.033349,0.052194,0.14559,0.13741,0.10828,0.1061071,0.6684
0.064637,0.11052,0.035268,0.054805,0.12341,0.1275,0.10464,0.0790823,0.62693
0.095377,0.17538,0.051284,0.084748,0.18295,0.17887,0.14944,0.1057815,0.61536
0.016688,0.050589,0.0097723,0.020674,0.038516,0.01618,0.0064996,0.084282,0.59466
0.021935,0.085306,0.010236,0.029949,0.073583,0.048722,0.016394,0.134948,0.71973
0.040982,0.056264,0.021437,0.034806,0.064097,0.06721,0.045254,0.00159203,0.0124
0.10471,0.16045,0.038126,0.070198,0.20417,0.2039,0.14962,0.0267091,0.24432
0.10372,0.17202,0.048011,0.087872,0.19071,0.1935,0.13174,0.0604219,0.29065
0.023431,0.097577,0.012275,0.023497,0.069697,0.040747,0.012217,0.13156,1.0693
0.065195,0.12146,0.031848,0.06265,0.12512,0.11526,0.077972,0.0754358,0.38149
0.049339,0.168,0.024436,0.04937,0.15129,0.11279,0.062761,0.259842,1.8435
0.068034,0.12043,0.031263,0.059713,0.10417,0.07402,0.047175,0.0431904,0.21261
0.21228,0.44035,0.092329,0.16279,0.52766,0.4972,0.37282,0.305503,1.1832
0.093845,0.13678,0.047901,0.078281,0.1645,0.17765,0.14513,0.0418473,0.27689
0.04293,0.10872,0.021541,0.044492,0.078534,0.056049,0.028287,0.119031,0.5975
0.015255,0.073861,0.0063468,0.023093,0.065342,0.041128,0.01479,0.116578,0.87534
0.034704,0.10913,0.016872,0.039162,0.080597,0.058731,0.032057,0.0930545,0.79082
0.08113,0.16773,0.039553,0.074674,0.17948,0.16973,0.12436,0.113564,0.74981
0.083364,0.15989,0.041005,0.074395,0.16048,0.13916,0.08874,0.119141,0.46433
0.045628,0.11227,0.020685,0.040135,0.075516,0.050886,0.025432,0.0713526,0.53135
0.016474,0.047718,0.0073559,0.015391,0.034345,0.024415,0.011973,0.0397914,0.30689
0.047022,0.080985,0.020779,0.045849,0.047187,0.038977,0.02118,0.000271513,0.0016885
0.037736,0.095704,0.018774,0.038355,0.10428,0.05858,0.021009,0.053152,0.26174
0.082659,0.13693,0.046327,0.069979,0.14808,0.14829,0.12094,0.132253,0.94958
0.091391,0.26868,0.040799,0.068093,0.31045,0.28612,0.20727,0.247907,1.4625
0.04486,0.14757,0.022203,0.043272,0.12424,0.07539,0.035563,0.178926,0.84917
0.022201,0.36403,0.013857,0.049764,0.30052,0.17042,0.059268,0.631928,4.172
0.039056,0.59297,0.028394,0.073426,0.52463,0.32173,0.12505,0.96646,6.0913
0.025774,0.42744,0.020759,0.048173,0.34084,0.16707,0.043665,0.897336,6.1258
0.029967,0.42103,0.021751,0.046605,0.32531,0.16885,0.058736,0.770858,6.1597
0.023003,0.26139,0.017478,0.034074,0.22031,0.108,0.028793,0.872982,5.1749
0.06556,0.33858,0.038104,0.066949,0.26315,0.16488,0.10261,0.547085,2.3206
0.033707,0.30272,0.014743,0.072548,0.27803,0.19649,0.090384,0.562463,2.8066
0.017203,0.31281,0.01621,0.035967,0.24271,0.10297,0.019725,0.941721,7.2383
0.02562,0.40945,0.019049,0.037562,0.35601,0.20676,0.077037,0.944911,5.8535
0.026163,0.42835,0.019196,0.055029,0.36969,0.22397,0.082905,0.720313,3.4751
0.014237,0.22532,0.014524,0.026671,0.18186,0.075876,0.013749,0.949696,6.3823
0.030302,0.47084,0.020249,0.046827,0.41803,0.25557,0.10179,0.895202,8.1877
0.046605,0.30905,0.029239,0.048723,0.26493,0.17008,0.085249,0.640915,5.6909
0.042296,0.4485,0.020658,0.095562,0.36022,0.18262,0.048499,0.9526,4.9337
0.027199,0.38653,0.017549,0.066192,0.33431,0.18334,0.051207,0.875886,5.6606
0.027083,0.53708,0.023894,0.047026,0.51836,0.37245,0.16869,0.928675,5.6309
0.030871,0.34979,0.023873,0.041832,0.30719,0.1817,0.060507,0.699424,2.1494
0.034476,0.52671,0.021177,0.071999,0.45872,0.27458,0.10456,0.929159,6.6085
0.031092,0.52972,0.021613,0.062162,0.4126,0.21671,0.070429,0.899272,7.6303
0.020926,0.44999,0.018942,0.030024,0.39922,0.24871,0.092364,0.883267,4.7435
0.02126,0.48563,0.017835,0.043638,0.41984,0.24787,0.093148,0.842677,7.5974
0.040089,0.5584,0.022071,0.086627,0.45588,0.25589,0.094685,0.937178,7.5914
0.023233,0.32951,0.016517,0.032229,0.2594,0.13049,0.037703,0.860552,6.2426
0.046988,0.44069,0.026333,0.072804,0.41103,0.27254,0.13701,0.748506,4.0749
0.024366,0.65385,0.016003,0.059462,0.57322,0.38073,0.19065,0.917378,8.3205
0.035348,0.39832,0.016858,0.074989,0.35166,0.21785,0.087533,0.677809,4.1899
0.028659,0.3486,0.017884,0.034432,0.31774,0.20532,0.094261,0.858825,5.3016
0.041311,0.5273,0.015881,0.086943,0.42589,0.24223,0.094957,0.925122,7.4718
0.03802,0.67565,0.020973,0.093297,0.52166,0.27156,0.08843,0.978937542,9.191
